0.02,0.26
0.23,0.81
0.83,0.77
0.45,0.14
0.64,0.6
0.58,0.87
0.85,0.99
0.47,0.42
0.34,0.76
0.97,0.29
0.4,0.81
0.46,0.81
0.19,0.56
0.65,0.1
0.52,0.02
0.37,0.93
0.61,0.12
0.06,0.54
0.29,0.88
0.62,0.92
0.32,0.19
0.16,0.77
0.04,0.64
0.34,0.19
0.27,0.55
0.95,0.64
0.93,0.32
0.26,0.9
0.7,0.85
0.88,0.61
0.15,0.84
0.78,0.97
0.51,0.59
0.84,0.24
0.56,0.51
0.13,0.87
0.97,0.64
0.59,0.3
0.12,0.72
0.27,0.5
0.03,0.16
0.84,0.04
0.48,0.87
0.77,0.87
0.98,0.76
0.72,0.61
0.98,0.59
0.75,0.13
0.71,0.62
0.21,0.6
0.51,0.39
0.21,0.21
0.51,0.69
0.36,0.6
0.13,0.67
0.32,0.83
0.02,0.4
0.16,0.58
0.36,0.94
0.41,0.77
0.37,0.73
0.93,0.96
0.41,0.54
0.92,0.8
0.69,0.14
1.0,0.13
0.2,0.68
0.64,0.62
0.47,0.36
0.14,0.86
0.49,0.77
0.56,0.09
0.97,0.73
0.36,0.12
0.82,0.91
0.59,0.1
0.83,0.66
0.7,0.09
0.12,0.55
0.58,0.29
0.97,0.82
0.0,0.31
0.75,0.84
0.85,0.31
0.31,0.18
0.33,0.06
0.22,0.35
0.65,0.93
0.1,0.11
0.45,0.13
0.32,0.17
0.62,0.04
0.15,0.7
0.42,0.91
0.99,0.62
0.15,0.41
0.19,0.38
0.83,0.17
0.16,0.67
0.03,0.47
0.34,0.09
0.72,0.66
0.21,0.41
0.49,0.71
0.97,0.45
0.77,0.99
0.89,0.33
0.15,0.56
0.0,0.27
0.31,0.34
0.88,0.16
0.62,0.99
0.28,0.73
0.13,0.06
0.19,0.81
0.33,0.74
0.33,0.44
0.25,1.0
0.41,0.12
0.93,0.71
0.98,0.78
0.41,0.49
0.69,0.97
0.44,0.34
0.97,1.0
0.16,0.35
0.5,0.09
0.76,0.18
0.97,0.51
0.32,0.42
0.53,0.35
0.66,0.22
0.48,0.29
0.94,0.49
0.62,0.33
0.14,0.12
0.15,0.58
0.51,0.13
0.27,0.94
0.82,0.02
0.07,0.45
0.84,0.13
0.27,0.7
0.89,0.19
0.88,0.07
0.17,0.79
0.5,0.61
0.68,0.98
0.49,0.84
0.55,0.86
0.78,0.46
0.69,0.94
0.72,0.1
0.33,0.32
0.08,1.0
0.18,0.47
0.0,0.04
0.28,0.85
0.67,0.85
0.39,0.12
0.29,0.99
0.21,0.26
0.01,0.57
0.89,0.64
0.15,0.14
0.51,0.23
0.87,0.79
1.0,0.05
0.18,0.84
0.22,0.64
0.73,0.79
0.47,0.64
0.01,0.11
0.02,0.41
0.38,0.4
0.12,0.19
0.77,0.93
0.55,0.73
0.28,0.52
0.57,0.5
0.97,0.18
0.47,0.41
0.05,0.23
0.3,0.11
0.36,0.19
0.12,0.61
0.93,0.2
0.08,0.5
0.3,0.23
0.56,0.03
0.63,0.14
0.13,0.91
0.81,0.42
0.65,0.64
0.15,0.67
0.5,0.38
0.11,0.03
0.82,0.06
0.85,0.65
0.99,0.18
0.31,0.52
0.95,0.93
0.91,0.47
0.74,0.85
0.78,0.78
0.1,0.05
0.39,0.55
0.38,0.8
0.89,0.82
0.89,0.14
0.92,0.45
0.79,0.85
0.88,0.93
0.99,0.56
0.23,0.01
0.34,0.02
0.36,0.63
0.39,0.51
0.63,0.94
0.2,0.97
0.43,0.35
0.07,0.43
0.17,0.46
0.21,0.13
0.73,0.07
0.49,0.96
0.64,0.37
0.93,0.39
0.35,0.41
0.81,0.5
0.31,0.41
0.89,0.51
0.23,0.68
0.41,0.21
1.0,0.44
0.4,0.49
0.31,0.01
0.15,0.95
0.25,0.74
0.6,0.67
0.43,0.12
0.74,0.68
0.14,0.84
0.19,0.91
0.5,0.06
0.12,0.54
0.99,0.82
0.31,0.67
0.32,0.17
0.8,0.74
0.95,0.67
0.95,0.46
0.28,0.83
0.24,0.99
0.22,0.21
0.27,0.32
0.74,0.24
0.0,0.74
0.72,0.66
0.64,0.1
0.0,0.37
0.33,0.4
0.33,0.98
0.29,0.43
0.88,0.94
0.14,0.42
0.8,0.45
0.16,0.83
0.33,0.84
0.61,0.78
0.57,0.57
0.02,1.0
0.43,0.9
0.62,0.07
0.47,0.29
0.26,0.48
0.77,0.63
0.0,0.92
0.45,0.08
0.93,0.04
0.99,0.06
0.49,0.3
0.38,0.42
0.98,0.83
0.23,0.86
0.98,0.36
0.71,0.9
0.3,0.47
0.92,0.41
0.86,0.94
0.89,0.38
1.0,0.2
0.85,0.84
0.03,0.1
0.57,0.33
0.47,0.69
0.49,0.7
0.96,0.65
0.01,0.31
0.88,0.77
0.03,0.19
0.39,0.44
0.37,0.82
0.5,0.97
0.74,0.0
0.44,0.9
0.31,0.31
0.9,0.08
0.39,0.05
0.12,0.49
0.44,0.46
0.28,0.58
0.85,0.43
0.45,0.37
0.64,0.05
0.57,0.7
0.67,0.77
0.44,0.66
0.22,0.77
0.6,0.52
0.95,0.76
0.24,0.41
0.06,0.56
0.62,0.16
0.02,0.56
0.96,0.54
0.25,0.83
0.59,0.53
0.42,0.65
0.75,0.16
0.51,0.87
0.38,0.45
0.21,0.38
0.99,0.83
0.27,0.55
0.75,0.0
0.24,0.2
0.6,0.46
0.79,0.39
0.6,0.66
0.93,0.44
0.74,0.14
0.14,0.18
0.04,0.1
0.17,0.58
0.18,0.35
0.75,0.94
0.35,0.71
0.51,0.43
0.49,0.75
0.01,0.18
0.5,0.73
0.29,0.43
0.4,0.22
0.27,0.11
0.74,0.34
0.08,0.49
0.16,0.71
0.43,0.4
0.75,0.28
0.32,0.94
0.75,0.22
0.91,0.43
0.59,0.26
0.74,0.69
0.76,0.25
0.26,0.39
0.94,0.75
0.76,0.93
0.01,0.57
0.22,0.69
0.52,0.4
0.34,0.83
0.02,0.34
0.55,0.61
0.86,0.14
0.14,0.24
0.62,0.24
0.95,0.77
0.04,0.0
0.39,0.37
0.04,0.3
0.97,0.26
0.26,0.93
0.59,0.98
0.61,0.8
0.58,0.99
1.0,0.48
0.74,0.7
0.26,0.83
0.84,0.93
0.97,0.35
0.01,0.32
0.61,0.33
0.79,0.87
0.43,0.6
0.71,0.61
0.62,0.45
0.34,0.13
0.16,0.02
